"subsample","n_total","alpha","xmin","p","n_tail"
"1",38,2.39340893612823,3.11,0.193,22.369
"10",26,2.18422841208872,2.107,0.164,18.927
"100",26,2.09176896382903,2.141,0.098,19.211
"101",38,3.47586060732111,2.608,0.116,20.129
"102",33,2.90723035097349,3.674,0.75,17.907
"103",23,3.47493206307691,5.293,0.657,12.347
"104",51,2.93253394043675,2.849,0.416,26.717
"105",13,3.11894899368663,2.909,0.761,9.25301204819277
"106",11,2.41387991509308,3.08,0.251,8.12412412412412
"107",12,1.88231978803434,1.433,0.256,11.1159274193548
"108",23,2.50011226756075,2.259,0.518,16.301
"109",25,2.56100224053105,2.323,0.325,17.541
"11",38,2.34944420611561,2.958,0.377,25.064
"110",26,2.01884789670274,2.665,0.021,19.97
"111",38,2.02779766912765,2.185,0.026,26.645
"112",33,2.02749323208604,2.588,0.283,24.735
"113",23,2.7694488010867,2.707,0.101,14.141
"114",51,1.86456537493406,2.614,0.016,36.818
"115",13,2.62131495596532,2.24,0.177,9.84353059177533
"116",11,3.08100814600494,2.511,0.713,7.976
"117",12,2.3089069057775,3.48,0.478,10.225
"118",23,2.98549756693787,3.49,0.907,13.666
"119",25,2.07921231609537,1.192,0.48,23.466
"12",33,2.18810628997813,3.156,0.298,21.113
"120",26,2.23723113019023,2.201,0.713,18.375
"121",38,2.11949474155545,4.524,0.26,22.058
"122",33,2.90509100835715,4.089,0.227,17.721
"123",23,2.03461834350047,2.726,0.498,18.06
"124",51,1.92362617110807,2.25,0.75,35.5
"125",13,2.11451591003201,1.164,0.751,12.3438818565401
"126",11,2.05168983202559,1.085,0.952,10.6333333333333
"127",12,2.6767402107445,3.995,0.252,8.728
"128",23,1.85169982808823,1.3,0.041,21.482
"129",25,2.26043801859318,2.517,0.463,18.349
"13",23,2.27762389885621,2.384,0.43,16.912
"130",26,2.21278192267184,2.43,0.783,18.439
"131",38,2.46142410471584,3.382,0.828,21.527
"132",33,2.47030249181585,3.231,0.478,19.513
"133",23,3.03668397722959,2.6,0.847,13.594
"134",51,3.79169136636822,4.135,0.863,20.722
"135",13,2.29795324193236,2.511,0.746,10.339
"136",11,1.71835336840017,1.937,0.29,10.0901803607214
"137",12,2.72743635685724,2.302,0.311,10.2844129554656
"138",23,2.10337934017844,2.563,0.501,17.1
"139",25,2.2917940802931,2.181,0.501,17.794
"14",51,2.10344229963838,3.958,0.414,29.677
"140",26,1.86690908450718,2.396,0.085,19.966
"141",38,2.98034048480934,3.901,0.088,18.528
"142",33,2.94164443373723,4.274,0.247,16.901
"143",23,3.55965525265496,2.955,0.228,12.876
"144",51,1.9822359761691,2.285,0.119,34.645
"145",13,1.79765352311597,1.504,0.364,11.9949849548646
"146",11,2.08428516364098,1.131,0.577,10.5198637911464
"147",12,2.2595608462377,2.607,0.151,10.1311311311311
"148",23,2.44222398932993,2.427,0.483,17.356
"149",25,2.06173415344441,1.196,0.188,23.469
"15",13,3.02289659945922,2.845,0.866,8.91191191191191
"150",26,2.54521063673879,3.181,0.583,17.936
"151",38,2.32136205020608,2.31,0.727,25.364
"152",33,1.74360278091813,1.289,0.476,30.936
"153",23,2.73921183964992,2.209,0.406,15.335
"154",51,1.66874432980076,1.253,0.009,48.261
"155",13,2.44278552792657,2.319,0.776,9.97897897897898
"156",11,2.39502290756299,1.346,0.815,9.54393770856507
"157",12,2.7060991659399,3.32,0.311,8.495
"158",23,1.95045292545822,1.276,0.233,21.571
"159",25,2.05901617788784,2.602,0.034,18.584
"16",11,2.5455305756528,2.033,0.512,8.62024048096192
"160",26,2.44187586288188,3.443,0.605,16.107
"161",38,1.98472916456165,2.278,0.048,26.86
"162",33,1.69557531058138,1.357,0.102,30.772
"163",23,2.29467235322451,3.652,0.816,15.091
"164",51,2.25444060301022,2.288,0.733,32.467
"165",13,1.90996694361851,1.403,0.632,12.0525252525253
"166",11,2.36576733375832,2.06,0.84,8.763
"167",12,3.14775954819032,3.482,0.62,8.195
"168",23,2.21950356214446,2.179,0.327,16.677
"169",25,2.07087631080244,1.202,0.027,23.42
"17",12,1.95655231262305,1.369,0.122,11.1017293997965
"170",26,3.45447083671777,4.188,0.386,14.287
"171",38,3.37067412467853,5.299,0.48,17.026
"172",33,2.43967266879399,3.965,0.713,19.169
"173",23,3.29068606352762,3.338,0.618,13.62
"174",51,2.11732336072979,3.185,0.941,31.278
"175",13,2.07557830428854,2.36,0.509,10.4424424424424
"176",11,1.93688556116921,1.367,0.301,10.2418032786885
"177",12,3.71312447623853,4.272,0.5,7.837
"178",23,2.14717643147076,1.164,0.286,21.7695390781563
"179",25,3.05965961026659,2.976,0.917,14.401
"18",23,2.51239917462945,2.468,0.67,17.246
"180",26,2.03017314137097,2.536,0.62,19.609
"181",38,2.67704575336649,4.231,0.759,21.897
"182",33,3.1510541598261,4.808,0.779,16.572
"183",23,3.80589758532543,4.267,0.838,11.406
"184",51,2.75556421060016,3.392,0.64,26.675
"185",13,2.01697909238176,2.738,0.81,10.535
"186",11,1.97686097467237,1.328,0.614,10.2892561983471
"187",12,3.37522574538638,3.765,0.702,7.90890890890891
"188",23,2.29174171287653,2.392,0.736,16.984
"189",25,2.17854107742462,2.509,0.083,19.256
"19",25,2.38683470855304,3.496,0.795,16.268
"190",26,1.88978375260669,1.232,0.035,24.551
"191",38,2.22219154011895,2.46,0.883,27.277
"192",33,3.24046502432559,2.223,0.593,23.67
"193",23,1.82923669831947,1.288,0.021,21.552
"194",51,2.55728511387695,4.049,0.307,26.92
"195",13,1.78463634848807,1.504,0.397,12.0170340681363
"196",11,2.99244750706858,3.677,0.869,8.02902902902903
"197",12,2.73871516267037,4.83,0.178,8.063
"198",23,3.95330311786873,4.031,0.916,15.435
"199",25,2.85300619276585,2.257,0.694,18.409
"2",33,4.4028413373121,7.63,0.58,13.809
"20",26,3.06700916355925,7.969,0.599,15.614
"200",26,2.99261491964959,3.07,0.466,17.09
"201",38,2.10266272856535,2.513,0.272,26.749
"202",33,2.39193241303752,3.103,0.584,20.12
"203",23,3.53757606581661,2.811,0.977,12.808
"204",51,2.52290609572368,3.21,0.231,27.217
"205",13,2.6236797103517,2.297,0.542,10.3627254509018
"206",11,2.68920676471039,1.65,0.884,9.14482029598309
"207",12,2.15755117272408,2.111,0.373,9.747
"208",23,2.19052743564799,2.482,0.374,16.988
"209",25,2.39794131219405,2.545,0.715,16.927
"21",38,1.77070487489658,1.255,0.142,35.817
"210",26,2.02079340829606,2.489,0.05,19.238
"211",38,2.12701677019226,2.284,0.554,26.068
"212",33,2.43021255008186,3.31,0.853,20.005
"213",23,2.02365289321789,2.068,0.497,17.773
"214",51,2.40790312243335,3.742,0.247,32.636
"215",13,2.6147692119907,1.627,0.95,10.9946921443737
"216",11,3.57058218936663,5.046,0.139,7.233
"217",12,2.44967618221717,2.566,0.242,10.0650650650651
"218",23,2.77716950856148,4.538,0.268,13.474
"219",25,3.67974161527563,5.73,0.218,13.449
"22",33,1.80877204367701,2.818,0.473,26.167
"220",26,1.73372263353435,1.378,0.153,24.324
"221",38,2.09797425402261,2.101,0.318,26.783
"222",33,5.04801402938133,5.486,0.575,13.499
"223",23,1.74424930769568,1.398,0.275,21.459
"224",51,2.04011169518806,2.195,0.691,34.823
"225",13,2.71764103973443,2.816,0.576,9.527
"226",11,2.02772933844203,1.296,0.536,10.285864978903
"227",12,2.87950078304187,2.148,0.537,10.4582484725051
"228",23,2.01229792770087,2.661,0.872,17.637
"229",25,3.71432012244326,3.632,0.825,12.491
"23",23,1.97389701699835,1.219,0.455,21.606
"230",26,3.08573016425897,4.635,0.208,13.635
"231",38,1.96105936895125,3.019,0.512,25.185
"232",33,3.04041016487043,3.252,0.205,19.032
"233",23,2.00844950582156,1.223,0.337,21.545
"234",51,1.91265064290131,3.249,0.103,32.003
"235",13,1.75873455815741,1.615,0.088,11.975975975976
"236",11,1.89785440219095,1.555,0.838,10.1392532795156
"237",12,3.47921770034317,2.938,0.938,9.36226034308779
"238",23,2.52235087714161,5.637,0.911,13.603
"239",25,3.71178593076845,3.798,0.773,12.67
"24",51,2.2403690159122,2.636,0.847,32.702
"240",26,1.88082150598594,1.222,0.234,24.551
"241",38,3.48366142842087,5.5,0.918,18.508
"242",33,3.61063381000923,5.093,0.151,14.932
"243",23,3.40901289189487,4.124,0.289,12.359
"244",51,2.72713117758555,6.939,0.85,24.904
"245",13,4.22140473816059,4.59,0.565,9.177
"246",11,1.98611567697731,3.101,0.623,9.26
"247",12,2.74452450007949,9.001,0.795,7.846
"248",23,2.30912541718939,2.087,0.155,16.623
"249",25,1.76166331092601,1.34,0.371,23.433
"25",13,2.23075719370261,2.798,0.665,9.908
"250",26,2.50446633403119,2.333,0.91,17.903
"251",38,4.18424616074633,3.721,0.452,19.311
"252",33,2.48970044116557,4.003,0.218,18.747
"253",23,2.06642145167104,2.634,0.748,18.184
"254",51,2.50529248695175,4.412,0.71,28.587
"255",13,1.82886447951779,1.515,0.264,11.9396984924623
"256",11,1.92885635458566,1.435,0.426,10.1495422177009
"257",12,2.40460222967736,2.44,0.08,9.50100200400802
"258",23,2.6758200652152,3.167,0.339,14.462
"259",25,2.78780310877283,3.741,0.254,14.821
"26",11,2.47862951176951,1.671,0.622,8.97034764826176
"260",26,2.5068215848144,2.225,0.616,17.561
"261",38,2.53746847573685,3.305,0.659,23.347
"262",33,2.05706231075284,2.566,0.858,23.962
"263",23,2.32946550754185,3.485,0.704,15.455
"264",51,2.07651636310073,2.246,0.032,33.642
"265",13,2.65287945700087,1.639,0.237,10.2757201646091
"266",11,2.71794010112787,2.979,0.058,7.90753768844221
"267",12,2.39830360191312,1.928,0.94,9.48797595190381
"268",23,2.5958056883042,3.406,0.186,14.329
"269",25,2.12352205194892,2.741,0.22,17.588
"27",12,3.42416179422759,2.823,0.765,8.44344344344344
"270",26,2.07711112197967,3.572,0.108,17.64
"271",38,2.37923698208352,2.853,0.603,23.817
"272",33,2.21698767360897,2.046,0.261,22.902
"273",23,2.44364214118592,2.782,0.878,14.874
"274",51,1.74261013093437,1.187,0.021,48.586
"275",13,2.52857284130322,1.51,0.269,10.5653082549634
"276",11,2.95850529265902,3.471,0.703,7.611
"277",12,2.66936648200309,2.305,0.883,9.52605210420842
"278",23,3.50762335862909,4.654,0.338,12.784
"279",25,2.03070048883206,2.084,0.499,19.002
"28",23,2.41004762053973,2.444,0.381,16.628
"280",26,2.35520700410889,2.139,0.661,17.918
"281",38,1.85062596345776,1.996,0.975,29.019
"282",33,2.04169236373652,2.436,0.58,23.772
"283",23,2.34181757315067,3.196,0.072,15.078
"284",51,2.04574982308884,2.184,0.22,34.558
"285",13,3.43395284234046,6.384,0.706,7.938
"286",11,2.41469439358402,1.689,0.542,9.048730964467
"287",12,2.96237496968342,2.075,0.693,9.22266800401204
"288",23,2.89129483721183,2.915,0.406,13.605
"289",25,1.84688285061078,1.248,0.273,23.619
"29",25,3.24974809620425,3.992,0.206,14.254
"290",26,1.6806038441162,2.794,0.182,20.496
"291",38,2.04541408642682,2.158,0.775,26.905
"292",33,1.88153645635071,1.232,0.37,31.162
"293",23,3.49431828708632,4.423,0.338,11.948
"294",51,2.34722475498369,3.511,0.695,27.749
"295",13,1.69226401732136,1.889,0.425,11.8738738738739
"296",11,2.54242242773673,1.593,0.681,9.01361256544503
"297",12,1.7228477558444,1.788,0.285,10.9869739478958
"298",23,3.29006684441977,3.148,0.198,13.049
"299",25,2.14613705893149,2.141,0.102,18.49
"3",23,1.91975390686526,1.264,0.056,21.624
"30",26,2.32180429250121,3.173,0.504,16.576
"300",26,1.74615574759251,1.337,0.51,24.307
"301",38,2.15021812991965,2.344,0.097,29.54
"302",33,2.68977927872058,2.967,0.552,19.617
"303",23,2.92015527303964,3.452,0.527,13.399
"304",51,2.55855140441224,4.254,0.695,27.127
"305",13,2.61857060982985,2.874,0.189,9.2022022022022
"306",11,2.76562806413225,2.536,0.237,7.951
"307",12,3.69219556120909,4.128,0.789,7.792
"308",23,1.9418796908121,1.267,0.095,21.647
"309",25,2.11851917222751,1.795,0.504,19.51
"31",38,2.42271148528695,3.501,0.337,23.096
"310",26,2.25763560655457,2.427,0.326,18.725
"311",38,2.20987207961378,3.602,0.133,23.053
"312",33,2.86183102716781,3.078,0.414,18.561
"313",23,3.29260039218405,3.137,0.361,13.959
"314",51,2.3612293950101,3.189,0.419,31.696
"315",13,2.36311718689017,1.755,0.524,10.4223790322581
"316",11,1.73143550020884,1.959,0.662,10.0841683366733
"317",12,2.59822392434253,2.701,0.381,8.712
"318",23,2.06747145317231,2.648,0.933,17.534
"319",25,3.38507508561118,7.769,0.259,12.253
"32",33,2.59922094154409,3.209,0.723,20.377
"320",26,3.38982345370601,3.106,0.668,14.24
"321",38,2.82640724509436,3.363,0.542,21.61
"322",33,2.43144839109655,2.247,0.588,21.988
"323",23,2.23806484907614,2.567,0.201,17.275
"324",51,1.92802579138947,2.168,0.053,35.789
"325",13,2.55385877629823,1.684,0.165,10.2512716174975
"326",11,2.8196944021857,2.178,0.595,8.25476429287864
"327",12,1.75853067188714,1.708,0.16,10.9709418837675
"328",23,2.05433009536573,2.122,0.162,17.61
"329",25,2.39640231828665,3.142,0.34,16.012
"33",23,4.11814283816825,4.645,0.641,10.891
"330",26,1.74026707373776,1.328,0.136,24.36
"331",38,3.00591921465587,4.247,0.549,18.379
"332",33,2.55280508693982,3.039,0.322,19.708
"333",23,4.24195558129049,4.45,0.605,12.142
"334",51,2.28690715498929,2.857,0.85,29.954
"335",13,1.90673688078187,1.357,0.059,12.1123481781377
"336",11,2.28919549379654,2.472,0.347,8.861
"337",12,2.97098045248745,2.646,0.679,8.67269076305221
"338",23,4.07311583568701,4.568,0.769,11.598
"339",25,1.84014058335812,1.252,0.074,23.628
"34",51,2.75504153975943,4.142,0.99,23.523
"340",26,2.1176994895666,2.086,0.228,19.267
"341",38,2.44761030491772,3.502,0.109,24.124
"342",33,2.00068740784638,2.583,0.24,24.002
"343",23,2.57103579653475,2.318,0.854,16.033
"344",51,3.1732813580751,3.77,0.79,23.7
"345",13,2.6524296087044,2.134,0.661,9.77208835341365
"346",11,1.92838175388507,1.411,0.37,10.2040816326531
"347",12,2.29356425191739,3.999,0.714,8.835
"348",23,2.33055904213299,2.214,0.885,16.291
"349",25,2.07012146404828,2.096,0.61,18.863
"35",13,1.92657714159096,1.325,0.393,12.1325910931174
"350",26,2.15911976442241,3.589,0.061,16.874
"351",38,1.83398392771984,1.195,0.025,35.827
"352",33,2.28819286269749,2.409,0.024,22.311
"353",23,2.34686684455852,2.457,0.615,16.728
"354",51,2.51455081304908,2.273,0.216,35.776
"355",13,3.87184685313794,4.927,0.306,8.329
"356",11,3.82592574772261,6.37,0.399,6.961
"357",12,2.46089898153084,2.554,0.47,10.0630630630631
"358",23,2.50713468160213,2.578,0.624,15.092
"359",25,2.56314240781752,2.367,0.076,19.223
"36",11,1.92360664862573,1.457,0.484,10.1096446700508
"360",26,2.60951737523834,4.437,0.747,14.824
"361",38,2.45409463698655,6.241,0.199,19.61
"362",33,2.09637028941753,2.265,0.162,23.363
"363",23,2.60978204076895,3.249,0.226,14.378
"364",51,2.08490949273142,2.446,0.31,33.56
"365",13,3.07104578357142,2.413,0.242,9.436
"366",11,2.6685919472619,2.883,0.665,7.961
"367",12,1.95798026360801,1.372,0.123,11.1607324516785
"368",23,2.01180723192411,1.203,0.673,21.704
"369",25,3.59376606016354,3.349,0.745,13.165
"37",12,1.76253141978034,1.729,0.319,10.9699398797595
"370",26,2.2382330843617,1.938,0.392,19.328
"371",38,1.77739879234712,1.249,0.168,35.812
"372",33,2.97854478182131,3.111,0.28,19.147
"373",23,2.04005885937761,3.623,0.441,15.913
"374",51,1.98867764734664,2.422,0.222,34.499
"375",13,3.37584673132539,3.816,0.703,8.693
"376",11,1.96362048728526,1.373,0.213,10.2144329896907
"377",12,2.16507261317894,2.488,0.211,9.701
"378",23,2.00780096399097,2.347,0.298,17.456
"379",25,2.09966341059652,1.963,0.49,19.078
"38",23,2.68815059350846,2.457,0.556,14.806
"380",26,2.39560949612826,1.765,0.672,19.336
"381",38,2.56901398460861,2.899,0.255,21.123
"382",33,3.86225087186064,4.427,0.882,14.9
"383",23,2.22471235601653,2.604,0.573,15.91
"384",51,2.52403474256944,4.492,0.207,25.46
"385",13,1.98193262275662,1.268,0.192,12.1624365482234
"386",11,2.69518580060521,2.055,0.609,8.42814070351759
"387",12,2.60168961785817,2.095,0.975,9.33033033033033
"388",23,1.78128871210937,1.368,0.12,21.477
"389",25,1.75206272998778,1.386,0.819,23.319
"39",25,2.85237632507993,2.254,0.993,18.417
"390",26,2.18134838663059,2.481,0.905,19.317
"391",38,2.90200815991198,4.53,0.587,21.609
"392",33,2.40337762530505,4.996,0.709,22.671
"393",23,1.65042891453987,1.578,0.218,21.345
"394",51,3.07011919504349,3.588,0.678,23.379
"395",13,2.05734424401376,3.221,0.455,10.007
"396",11,2.76904306111979,2.044,0.438,9.01512096774194
"397",12,1.92335285779608,1.365,0.122,11.2018255578093
"398",23,3.53503902300839,6.525,0.187,11.218
"399",25,2.45049294186726,2.307,0.315,17.748
"4",51,2.11656515520765,3.069,0.254,32.356
"40",26,2.01059687609607,2.476,0.487,19.267
"400",26,2.90130156511842,2.746,0.74,15.216
"401",38,2.20838896007678,2.411,0.408,25.921
"402",33,3.54801385675486,6.902,0.729,14.536
"403",23,2.89148475879459,6.783,0.916,13.379
"404",51,2.47902696733825,2.296,0.347,35.54
"405",13,1.98197897826082,1.256,0.837,12.2129817444219
"406",11,1.93190216416246,1.37,0.34,10.2282497441146
"407",12,2.55801505862376,3.078,0.469,8.869
"408",23,2.38014334208573,3.752,0.856,14.47
"409",25,2.56297067333267,3.951,0.41,15.088
"41",38,2.66195864066981,4.289,0.875,20.233
"410",26,2.66847183471412,3.18,0.512,15.402
"411",38,1.6457747208855,1.316,0.051,35.639
"412",33,1.72949607095713,1.324,0.181,30.864
"413",23,3.25779137479441,2.473,0.376,13.371
"414",51,2.01841377488081,2.963,0.329,31.576
"415",13,2.65024468067093,2.947,0.728,9.09018036072144
"416",11,2.32896292378623,2.405,0.215,8.87687687687688
"417",12,1.826139422901,1.475,0.486,11.1375502008032
"418",23,2.38314461972506,1.911,0.076,16.799
"419",25,1.75355473502065,1.387,0.035,23.339
"42",33,2.12196367020861,1.787,0.409,25.265
"420",26,3.93300379386389,3.469,0.393,15.686
"421",38,2.04093073234292,1.725,0.735,29.31
"422",33,3.38618734228739,5.503,0.423,16.734
"423",23,3.39897368412795,3.112,0.738,13.321
"424",51,2.50790440154972,3.493,0.104,29.98
"425",13,1.80831243402652,1.521,0.418,11.9939819458375
"426",11,1.93642647014199,1.363,0.56,10.2397540983607
"427",12,2.107825828424,2.104,0.358,9.826
"428",23,2.80238792927028,3.194,0.424,13.774
"429",25,1.81527223759188,1.339,0.165,23.489
"43",23,1.73864022466723,1.477,0.043,21.303
"430",26,1.77484320638569,1.28,0.312,24.444
"431",38,2.20553435935578,2.401,0.453,25.91
"432",33,2.21050227877399,2.363,0.902,23.433
"433",23,2.19201684118453,3.155,0.656,16.305
"434",51,1.77272572490856,1.168,0.007,48.598
"435",13,3.37415109476461,5.775,0.44,8.35
"436",11,2.42676384540102,2.053,0.671,8.741
"437",12,2.29633788758252,2.628,0.374,9.282
"438",23,2.77938099840718,2.895,0.309,14.05
"439",25,1.87694898154732,1.212,0.244,23.686
"44",51,2.22695666306263,3.2,0.073,29.082
"440",26,2.03239348165405,2.122,0.638,19.466
"441",38,2.122633288476,2.321,0.157,25.882
"442",33,1.96082669252149,2.236,0.611,24.242
"443",23,1.97889631504713,1.25,0.169,21.516
"444",51,2.62187945679902,3.828,0.747,27.074
"445",13,1.7959073994589,1.515,0.039,11.9799398194584
"446",11,1.86622586080878,1.565,0.317,10.1792547834844
"447",12,2.88867595241825,3.118,0.743,9.163
"448",23,2.67987146954444,4.188,0.905,15.741
"449",25,3.12985503230965,2.609,0.32,15.46
"45",13,2.87994798527897,2.121,0.512,10.5969849246231
"450",26,2.39530656271775,2.931,0.336,16.652
"451",38,2.72292138126346,3.159,0.605,20.7
"452",33,1.75672250823942,1.29,0.065,30.981
"453",23,1.91961730735719,1.241,0.312,21.659
"454",51,2.57572054330327,4.278,0.239,26.568
"455",13,2.3742373324182,4.291,0.573,8.95
"456",11,2.74170496033114,2.527,0.682,8.23523523523524
"457",12,1.96739066043743,1.334,0.094,11.1479591836735
"458",23,3.87033101423239,5.327,0.728,12.638
"459",25,2.33011707115779,2.927,0.54,16.897
"46",11,1.81185344954729,1.771,0.707,10.0891783567134
"460",26,2.70424563151943,2.286,0.569,17.7
"461",38,2.20839197845267,2.411,0.049,25.912
"462",33,2.12095983800669,2.534,0.236,23.852
"463",23,2.15064538273182,2.578,0.403,17.425
"464",51,2.13156370352744,2.382,0.653,35.669
"465",13,2.13258828170633,2.334,0.807,10.3783783783784
"466",11,2.87611646129163,2.424,0.656,8.05419222903885
"467",12,3.04267826433376,3.703,0.368,7.901
"468",23,2.04226774248347,3.112,0.661,16.718
"469",25,2.34976548920135,2.497,0.844,17.087
"47",12,1.91181532890733,1.411,0.286,11.0981781376518
"470",26,2.15263294789023,2.131,0.239,18.86
"471",38,2.14334298416972,3.154,0.67,24.78
"472",33,2.64134811827077,2.929,0.15,19.291
"473",23,2.35569225350923,2.704,0.676,15.287
"474",51,2.16857330670915,3.427,0.269,29.01
"475",13,2.48496710317356,1.691,0.606,10.3306288032454
"476",11,1.77067537146987,2.125,0.623,9.651
"477",12,3.48260541129254,4.324,0.678,9.25
"478",23,1.77055124232335,1.452,0.226,21.287
"479",25,2.4759548712409,2.43,0.951,18.282
"48",23,2.51798791461541,1.937,0.428,16.116
"480",26,2.46742978213823,3.343,0.677,16.756
"481",38,2.03890628203216,1.925,0.528,27.931
"482",33,1.72797532848579,1.318,0.16,30.886
"483",23,2.56400666803284,2.6,0.697,14.864
"484",51,4.8182305908983,5.12,0.401,17.176
"485",13,1.76292436167918,1.584,0.664,11.954954954955
"486",11,2.28725289699828,2.178,0.585,8.785
"487",12,2.46710426274334,3.239,0.192,8.642
"488",23,3.16414341138197,7.209,0.587,13.161
"489",25,5.4996925799827,6.436,0.32,11.844
"49",25,2.32765447732254,2.515,0.709,17.345
"490",26,2.51629776102571,2.993,0.301,16.273
"491",38,2.2937161496455,2.25,0.886,25.42
"492",33,2.79337910301943,3.199,0.417,18.075
"493",23,2.47879440726592,2.95,0.866,15.166
"494",51,2.27245007350695,3.036,0.928,28.617
"495",13,2.2131125580958,2.811,0.144,9.917
"496",11,1.87268303855058,1.652,0.828,10.1389728096677
"497",12,3.02919568336349,6.945,0.147,8.294
"498",23,1.91232826581386,1.756,0.505,19.033
"499",25,2.6355270382402,2.245,0.261,16.969
"5",13,4.16999932806026,3.921,0.867,8.602
"50",26,1.84683777839294,2.088,0.436,20.782
"500",26,2.49835376498894,2.4,0.965,18.314
"51",38,1.77108317694603,1.256,0.003,35.801
"52",33,2.6714674490212,2.993,0.613,19.125
"53",23,2.14241488050507,2.124,0.095,17.246
"54",51,2.57577642115381,2.924,0.819,29.409
"55",13,2.62984088581211,3.205,0.037,9.209
"56",11,1.86148059003654,1.617,0.841,10.1550855991944
"57",12,1.83316570553805,1.518,0.478,11.078313253012
"58",23,1.84344019088699,2.048,0.535,18.721
"59",25,2.27266051465917,2.352,0.292,17.501
"6",11,2.14746710831045,3.127,0.569,8.54154154154154
"60",26,2.17091082525157,2.483,0.363,19.44
"61",38,2.60196774721511,5.204,0.063,19.455
"62",33,1.89396203250834,1.247,0.695,31.102
"63",23,2.23574233423166,2.371,0.19,16.708
"64",51,2.30708752610649,3.14,0.811,30.154
"65",13,2.92366918649371,2.484,0.458,9.20962888665998
"66",11,1.7349211854226,1.849,0.074,10.0881763527054
"67",12,3.05871612023579,4.258,0.692,8.067
"68",23,3.22100246795713,4.905,0.498,13.277
"69",25,2.56293282973771,3.037,0.97,15.463
"7",12,2.78751668146407,4.192,0.307,8.3
"70",26,2.0848375004482,1.167,0.205,24.581
"71",38,3.28984880653945,4.622,0.721,17.739
"72",33,3.24179930684416,5.016,0.441,15.182
"73",23,2.21125040662865,2.301,0.559,16.834
"74",51,2.94627842195012,3.361,0.164,25.189
"75",13,2.62394964210031,2.928,0.647,9.75553319919517
"76",11,2.51594798673265,1.92,0.657,9.30318602261048
"77",12,1.92724108667097,1.451,0.082,11.0921052631579
"78",23,2.64619646054499,2.118,0.478,15.527
"79",25,2.56979100076343,2.142,0.875,16.984
"8",23,2.26134309637986,2.04,0.746,16.737
"80",26,2.44115201882726,2.243,0.765,17.708
"81",38,1.68990691619135,1.333,0.225,35.464
"82",33,2.06747616433201,3.437,0.353,21.501
"83",23,2.30062938785049,2.071,0.661,16.623
"84",51,2.26261126846631,2.134,0.595,32.407
"85",13,2.02034820673133,2.732,0.253,10.575
"86",11,2.56116735746691,2.01,0.448,8.60843373493976
"87",12,1.79552175305752,1.576,0.24,11.0602409638554
"88",23,3.23096605028366,3.009,0.618,13.061
"89",25,1.96008187597034,1.263,0.027,23.342
"9",25,3.07981161846985,6.377,0.59,13.246
"90",26,2.84500347385357,1.957,0.583,16.766
"91",38,2.35453449270682,3.349,0.583,22.247
"92",33,2.59839860838869,3.265,0.852,19.419
"93",23,3.17823468513107,2.495,0.502,13.315
"94",51,3.09151109033562,5.86,0.51,25.146
"95",13,1.89498076575997,1.395,0.682,12.079797979798
"96",11,2.96945790349645,7.628,0.713,6.993
"97",12,1.81853672011024,1.494,0.506,11.0983935742972
"98",23,1.82888052429111,1.304,0.157,21.508
"99",25,3.32149142373645,2.98,0.45,14.126
